Time,Latitude,Longitude,Course,feet
Tue 09:17:59 PM,41.4059,-9.3043,→ 109°,"38,000"
Tue 09:18:29 PM,41.3821,-9.2122,→ 109°,"38,000"
Tue 09:18:59 PM,41.3592,-9.1236,→ 109°,"38,000"
Tue 09:19:29 PM,41.3353,-9.0319,→ 109°,"38,000"
Tue 09:19:59 PM,41.3113,-8.9397,→ 109°,"38,000"
Tue 09:20:29 PM,41.2875,-8.8492,→ 109°,"38,000"
Tue 09:20:59 PM,41.2633,-8.7574,→ 109°,"38,000"
Tue 09:21:29 PM,41.2386,-8.6638,→ 109°,"38,000"
Tue 09:21:59 PM,41.2156,-8.5771,→ 109°,"38,000"
Tue 09:22:29 PM,41.1917,-8.4872,→ 109°,"38,000"
Tue 09:22:59 PM,41.1673,-8.3957,→ 110°,"38,000"
Tue 09:23:30 PM,41.1421,-8.3017,→ 110°,"38,000"
Tue 09:24:00 PM,41.1181,-8.212,→ 110°,"38,000"
Tue 09:24:30 PM,41.0938,-8.1223,→ 110°,"38,000"
Tue 09:25:00 PM,41.0704,-8.0359,→ 110°,"38,000"
Tue 09:25:30 PM,41.0449,-7.9424,→ 110°,"38,000"
Tue 09:26:00 PM,41.0212,-7.8553,→ 110°,"38,000"
Tue 09:26:30 PM,40.9958,-7.7629,→ 110°,"38,000"
Tue 09:27:00 PM,40.9719,-7.6757,→ 110°,"38,000"
Tue 09:27:30 PM,40.9472,-7.5862,→ 110°,"38,000"
Tue 09:28:00 PM,40.9235,-7.5005,→ 110°,"38,000"
Tue 09:28:30 PM,40.8976,-7.4073,→ 110°,"38,000"
Tue 09:29:00 PM,40.8734,-7.3206,→ 110°,"38,000"
Tue 09:29:30 PM,40.8477,-7.2289,→ 110°,"38,000"
Tue 09:30:00 PM,40.8245,-7.1462,→ 110°,"38,000"
Tue 09:30:31 PM,40.7973,-7.0497,→ 110°,"38,000"
Tue 09:31:01 PM,40.7725,-6.9619,→ 110°,"38,000"
Tue 09:31:51 PM,40.7407,-6.8106,→ 103°,"38,000"
Tue 09:32:25 PM,40.7216,-6.7065,→ 104°,"38,000"
Tue 09:32:56 PM,40.7046,-6.6148,→ 104°,"38,000"
Tue 09:33:30 PM,40.6862,-6.515,→ 104°,"38,000"
Tue 09:34:00 PM,40.6696,-6.4253,→ 104°,"38,000"
Tue 09:34:30 PM,40.6526,-6.3339,→ 104°,"38,000"
Tue 09:35:00 PM,40.6358,-6.2445,→ 104°,"38,000"
Tue 09:35:30 PM,40.6192,-6.1562,→ 104°,"38,000"
Tue 09:36:00 PM,40.6022,-6.0665,→ 104°,"38,000"
Tue 09:36:30 PM,40.5853,-5.9778,→ 104°,"38,000"
Tue 09:37:01 PM,40.5668,-5.8811,→ 104°,"38,000"
Tue 09:37:31 PM,40.5499,-5.7929,→ 104°,"38,000"
Tue 09:38:02 PM,40.5321,-5.7011,→ 104°,"38,000"
Tue 09:38:32 PM,40.5146,-5.6102,→ 104°,"38,000"
Tue 09:39:02 PM,40.4971,-5.5204,→ 104°,"38,000"
Tue 09:39:32 PM,40.4792,-5.4291,→ 104°,"38,000"
Tue 09:40:02 PM,40.4618,-5.3407,→ 105°,"38,000"
Tue 09:40:35 PM,40.4416,-5.2385,→ 105°,"38,000"
Tue 09:41:05 PM,40.4245,-5.1523,→ 105°,"38,025"
Tue 09:41:35 PM,40.4073,-5.0658,→ 105°,"38,000"
Tue 09:42:05 PM,40.3883,-4.9707,→ 105°,"38,000"
Tue 09:42:35 PM,40.3703,-4.8816,→ 105°,"38,000"
Tue 09:43:05 PM,40.3523,-4.7923,→ 105°,"38,000"
Tue 09:43:35 PM,40.3342,-4.7029,→ 105°,"38,000"
Tue 09:44:05 PM,40.3166,-4.6166,→ 105°,"38,000"
Tue 09:44:35 PM,40.2979,-4.525,→ 105°,"38,000"
Tue 09:45:05 PM,40.2796,-4.4359,→ 105°,"38,000"
Tue 09:45:35 PM,40.262,-4.3506,→ 105°,"37,975"
Tue 09:46:05 PM,40.2427,-4.2575,→ 105°,"38,000"
Tue 09:46:35 PM,40.2248,-4.1716,→ 105°,"38,000"
Tue 09:47:05 PM,40.2062,-4.0825,→ 105°,"38,025"
Tue 09:47:36 PM,40.187,-3.9909,→ 105°,"38,000"
Tue 09:48:06 PM,40.1683,-3.9023,→ 105°,"38,000"
Tue 09:48:36 PM,40.1496,-3.8141,→ 106°,"38,000"
Tue 09:49:06 PM,40.1312,-3.7272,→ 105°,"38,000"
Tue 09:49:36 PM,40.1124,-3.6393,→ 106°,"38,000"
Tue 09:50:06 PM,40.0936,-3.5511,→ 106°,"38,000"
Tue 09:50:36 PM,40.0745,-3.4626,→ 106°,"38,000"
Tue 09:51:08 PM,40.0542,-3.3686,→ 106°,"38,000"
Tue 09:51:41 PM,40.0333,-3.2723,→ 106°,"38,000"
Tue 09:52:11 PM,40.0144,-3.1854,→ 106°,"38,000"
Tue 09:52:41 PM,39.9946,-3.0951,→ 106°,"38,000"
Tue 09:53:11 PM,39.9752,-3.0069,→ 106°,"38,000"
Tue 09:53:42 PM,39.9555,-2.9175,→ 106°,"37,975"
Tue 09:54:12 PM,39.9361,-2.8302,→ 106°,"38,000"
Tue 09:54:42 PM,39.9172,-2.7447,→ 106°,"38,000"
Tue 09:55:12 PM,39.8982,-2.6596,→ 106°,"38,000"
Tue 09:55:42 PM,39.8784,-2.5711,→ 106°,"38,000"
Tue 09:56:12 PM,39.8591,-2.4854,→ 106°,"38,000"
Tue 09:56:43 PM,39.8385,-2.3942,→ 106°,"38,000"
Tue 09:57:13 PM,39.8188,-2.3077,→ 106°,"38,000"
Tue 09:57:44 PM,39.7986,-2.2186,→ 107°,"38,000"
Tue 09:58:14 PM,39.7786,-2.1311,→ 107°,"38,000"
Tue 09:58:45 PM,39.758,-2.0413,→ 107°,"38,000"
Tue 09:59:17 PM,39.7365,-1.9478,→ 107°,"38,000"
Tue 09:59:47 PM,39.7166,-1.8619,→ 107°,"38,000"
Tue 10:00:17 PM,39.6959,-1.7729,→ 107°,"38,000"
Tue 10:00:47 PM,39.6747,-1.6838,→ 108°,"38,000"
Tue 10:01:17 PM,39.6523,-1.5998,→ 109°,"38,000"
Tue 10:01:48 PM,39.6289,-1.5122,→ 109°,"38,000"
Tue 10:02:18 PM,39.6063,-1.4258,→ 109°,"38,000"
Tue 10:02:48 PM,39.5838,-1.3394,→ 109°,"38,000"
Tue 10:03:18 PM,39.5613,-1.254,→ 109°,"38,000"
Tue 10:03:48 PM,39.5382,-1.1662,→ 109°,"38,000"
Tue 10:04:18 PM,39.5154,-1.0803,→ 109°,"38,000"
Tue 10:04:48 PM,39.4936,-0.9981,→ 109°,"38,000"
Tue 10:05:18 PM,39.4698,-0.9085,→ 109°,"38,000"
Tue 10:05:48 PM,39.4467,-0.8219,→ 109°,"38,000"
Tue 10:06:18 PM,39.424,-0.7372,→ 109°,"38,000"
Tue 10:06:48 PM,39.4009,-0.6517,→ 109°,"38,000"
Tue 10:07:18 PM,39.3784,-0.5682,→ 109°,"38,000"
Tue 10:07:48 PM,39.3548,-0.4808,→ 109°,"38,000"
Tue 10:08:18 PM,39.3312,-0.3942,→ 109°,"38,000"
Tue 10:08:48 PM,39.308,-0.3091,→ 109°,"38,000"
Tue 10:09:19 PM,39.2837,-0.2204,→ 109°,"38,000"
Tue 10:09:49 PM,39.2603,-0.1349,→ 109°,"38,000"
Tue 10:10:19 PM,39.2361,-0.047,→ 110°,"38,000"
Tue 10:10:49 PM,39.2131,0.036,→ 110°,"38,000"
Tue 10:11:19 PM,39.1887,0.1241,→ 110°,"38,000"
Tue 10:11:49 PM,39.1652,0.2082,→ 110°,"38,000"
Tue 10:12:19 PM,39.1411,0.2949,→ 110°,"38,000"
Tue 10:12:49 PM,39.117,0.3811,→ 110°,"38,000"
Tue 10:13:19 PM,39.0925,0.4683,→ 110°,"38,000"
Tue 10:13:50 PM,39.068,0.5551,→ 110°,"38,000"
Tue 10:14:20 PM,39.044,0.64,→ 110°,"38,000"
Tue 10:14:52 PM,39.0165,0.7368,→ 110°,"38,050"
Tue 10:15:22 PM,38.9932,0.8186,→ 110°,"38,425"
Tue 10:15:52 PM,38.969,0.9033,→ 110°,"38,800"
Tue 10:16:25 PM,38.9425,0.9956,→ 110°,"39,000"
Tue 10:16:55 PM,38.9183,1.0798,→ 110°,"39,000"
Tue 10:17:26 PM,38.8919,1.1711,→ 110°,"39,000"
Tue 10:17:56 PM,38.8677,1.2548,→ 110°,"39,000"
Tue 10:18:27 PM,38.8433,1.3389,→ 110°,"39,000"
Tue 10:18:57 PM,38.818,1.4253,↘ 111°,"39,000"
Tue 10:19:27 PM,38.793,1.5112,↘ 111°,"39,000"
Tue 10:19:57 PM,38.7684,1.5953,↘ 111°,"39,000"
Tue 10:20:27 PM,38.7438,1.6785,↘ 111°,"39,000"
Tue 10:20:57 PM,38.7188,1.7634,↘ 111°,"39,000"
Tue 10:21:27 PM,38.6944,1.8457,↘ 111°,"39,000"
Tue 10:21:57 PM,38.6684,1.9332,↘ 111°,"39,000"
Tue 10:22:27 PM,38.6438,2.0155,↘ 111°,"39,000"
Tue 10:22:57 PM,38.6186,2.1002,↘ 111°,"39,000"
Tue 10:23:27 PM,38.5934,2.1844,↘ 111°,"39,000"
Tue 10:23:57 PM,38.5673,2.2708,↘ 111°,"39,000"
Tue 10:24:27 PM,38.542,2.3549,↘ 111°,"39,000"
Tue 10:24:57 PM,38.5168,2.4381,↘ 111°,"39,000"
Tue 10:25:27 PM,38.4912,2.5225,↘ 111°,"39,000"
Tue 10:25:57 PM,38.4655,2.6067,↘ 111°,"39,000"
Tue 10:26:28 PM,38.4393,2.6928,↘ 111°,"39,000"
Tue 10:26:58 PM,38.4131,2.778,↘ 111°,"39,000"
Tue 10:27:28 PM,38.3881,2.8594,↘ 111°,"39,000"
Tue 10:27:58 PM,38.3616,2.9453,↘ 111°,"39,000"
Tue 10:28:28 PM,38.3353,3.0304,↘ 111°,"39,000"
Tue 10:28:58 PM,38.3135,3.1141,→ 106°,"39,000"
Tue 10:29:28 PM,38.2942,3.2034,→ 106°,"39,000"
Tue 10:29:58 PM,38.2744,3.2894,→ 107°,"39,000"
Tue 10:30:28 PM,38.2533,3.3768,→ 107°,"39,000"
Tue 10:30:58 PM,38.2318,3.4649,→ 107°,"39,000"
Tue 10:31:28 PM,38.2101,3.5538,→ 107°,"39,000"
Tue 10:31:58 PM,38.1891,3.6401,→ 107°,"39,000"
Tue 10:32:31 PM,38.1649,3.7391,→ 107°,"39,025"
Tue 10:33:01 PM,38.1432,3.8269,→ 107°,"39,000"
Tue 10:33:31 PM,38.1207,3.9181,→ 107°,"39,000"
Tue 10:34:01 PM,38.0995,4.0039,→ 107°,"39,000"
Tue 10:34:31 PM,38.078,4.0904,→ 107°,"39,000"
Tue 10:35:01 PM,38.0588,4.1677,→ 108°,"39,000"
Tue 10:35:31 PM,38.034,4.2663,→ 108°,"39,000"
Tue 10:36:01 PM,38.012,4.3537,→ 108°,"39,000"
Tue 10:36:31 PM,37.99,4.4408,→ 108°,"39,000"
Tue 10:37:01 PM,37.9674,4.5302,→ 108°,"39,000"
Tue 10:37:35 PM,37.9412,4.6333,→ 108°,"39,000"
Tue 10:38:06 PM,37.9184,4.7227,→ 108°,"39,000"
Tue 10:38:36 PM,37.8952,4.8132,→ 108°,"39,000"
Tue 10:39:07 PM,37.8721,4.9032,→ 108°,"39,000"
Tue 10:39:37 PM,37.8481,4.9959,→ 108°,"39,000"
Tue 10:40:07 PM,37.8243,5.088,→ 108°,"39,000"
Tue 10:40:37 PM,37.8005,5.1799,→ 108°,"39,000"
Tue 10:41:07 PM,37.7764,5.2722,→ 108°,"39,000"
Tue 10:41:38 PM,37.752,5.3655,→ 108°,"39,000"
Tue 10:42:08 PM,37.7282,5.4561,→ 108°,"39,000"
Tue 10:42:40 PM,37.7036,5.5495,→ 108°,"39,000"
Tue 10:43:10 PM,37.6792,5.6414,→ 109°,"39,000"
Tue 10:43:40 PM,37.6553,5.7316,→ 109°,"39,000"
Tue 10:44:12 PM,37.6286,5.8317,→ 109°,"39,000"
Tue 10:44:55 PM,37.5928,5.9656,→ 109°,"39,025"
Tue 10:45:26 PM,37.5677,6.0593,→ 109°,"39,050"
Tue 10:46:00 PM,37.5418,6.155,→ 109°,"38,975"
Tue 10:46:40 PM,37.5094,6.2742,→ 109°,"39,000"
Tue 10:47:11 PM,37.4828,6.372,→ 109°,"39,000"
Tue 10:47:42 PM,37.4584,6.4615,→ 109°,"39,000"
Tue 10:48:12 PM,37.4333,6.5529,→ 109°,"39,000"
Tue 10:48:42 PM,37.409,6.6411,→ 109°,"39,025"
Tue 10:49:12 PM,37.3841,6.7316,→ 109°,"39,000"
Tue 10:49:42 PM,37.3591,6.8219,→ 109°,"39,000"
Tue 10:50:13 PM,37.3342,6.9109,→ 109°,"39,000"
Tue 10:50:43 PM,37.309,7.0014,→ 109°,"39,000"
Tue 10:51:13 PM,37.2835,7.0926,→ 109°,"39,000"
Tue 10:51:43 PM,37.2582,7.1831,→ 109°,"39,000"
Tue 10:52:13 PM,37.2325,7.2741,→ 110°,"39,000"
Tue 10:52:43 PM,37.207,7.3643,→ 110°,"39,000"
Tue 10:53:14 PM,37.1809,7.4561,→ 110°,"39,000"
Tue 10:53:44 PM,37.1548,7.5479,→ 110°,"39,000"
Tue 10:54:14 PM,37.1289,7.6386,→ 110°,"39,000"
Tue 10:54:44 PM,37.1025,7.731,→ 110°,"39,000"
Tue 10:55:14 PM,37.0761,7.8226,→ 110°,"39,000"
Tue 10:55:44 PM,37.0495,7.9151,→ 110°,"39,000"
Tue 10:56:14 PM,37.0245,8.0013,→ 110°,"39,000"
Tue 10:56:45 PM,36.9971,8.096,→ 110°,"39,000"
Tue 10:57:08 PM,36.9779,8.1665,→ 105°,"39,000"
Tue 10:57:54 PM,36.9619,8.3199,→ 96°,"39,000"
Tue 10:58:30 PM,36.951,8.4349,→ 97°,"39,000"
Tue 10:59:00 PM,36.9411,8.5366,→ 97°,"39,000"
Tue 10:59:30 PM,36.9318,8.6364,→ 97°,"39,000"
Tue 11:00:00 PM,36.9223,8.7357,→ 97°,"39,000"
Tue 11:00:30 PM,36.9125,8.8352,→ 97°,"39,000"
Tue 11:01:00 PM,36.9027,8.9342,→ 97°,"39,000"
Tue 11:01:30 PM,36.8929,9.0324,→ 97°,"39,000"
Tue 11:02:00 PM,36.8829,9.1323,→ 97°,"39,000"
Tue 11:02:31 PM,36.8728,9.2323,→ 97°,"39,000"
Tue 11:03:01 PM,36.8626,9.3315,→ 97°,"39,000"
Tue 11:03:31 PM,36.8524,9.4312,→ 97°,"39,000"
Tue 11:04:01 PM,36.8424,9.5275,→ 97°,"39,000"
Tue 11:04:31 PM,36.8319,9.6276,→ 97°,"39,000"
Tue 11:05:01 PM,36.8213,9.7281,→ 98°,"39,000"
Tue 11:05:31 PM,36.811,9.8247,→ 98°,"39,000"
Tue 11:06:01 PM,36.8004,9.9232,→ 98°,"39,000"
Tue 11:06:31 PM,36.7893,10.0265,→ 98°,"39,000"
Tue 11:07:01 PM,36.7787,10.1228,→ 98°,"39,000"
Tue 11:07:31 PM,36.7678,10.2225,→ 98°,"39,000"
Tue 11:08:01 PM,36.7567,10.3231,→ 98°,"39,000"
Tue 11:08:31 PM,36.7452,10.426,→ 98°,"39,000"
Tue 11:09:01 PM,36.7343,10.5228,→ 98°,"39,000"
Tue 11:09:31 PM,36.723,10.6228,→ 98°,"39,000"
Tue 11:10:02 PM,36.7116,10.7231,→ 98°,"39,000"
Tue 11:10:32 PM,36.7001,10.8229,→ 98°,"39,000"
Tue 11:11:02 PM,36.6885,10.9224,→ 98°,"39,000"
Tue 11:11:32 PM,36.6769,11.0219,→ 98°,"39,000"
Tue 11:12:02 PM,36.6651,11.1223,→ 98°,"39,000"
Tue 11:12:32 PM,36.6532,11.2225,→ 98°,"39,000"
Tue 11:13:02 PM,36.6414,11.3217,→ 98°,"39,000"
Tue 11:13:32 PM,36.6287,11.4218,→ 99°,"39,000"
Tue 11:14:02 PM,36.6166,11.5219,→ 98°,"39,000"
Tue 11:14:32 PM,36.6046,11.6221,→ 99°,"39,000"
Tue 11:15:02 PM,36.5924,11.7216,→ 99°,"39,000"
Tue 11:15:32 PM,36.58,11.8217,→ 99°,"39,000"
Tue 11:16:02 PM,36.5674,11.9219,→ 99°,"39,000"
Tue 11:16:33 PM,36.5547,12.0228,→ 99°,"39,000"
Tue 11:17:03 PM,36.5423,12.121,→ 99°,"39,000"
Tue 11:17:34 PM,36.5292,12.2232,→ 99°,"39,000"
Tue 11:18:08 PM,36.5143,12.3393,→ 99°,"39,000"
Tue 11:18:42 PM,36.5003,12.4472,→ 99°,"39,000"
Tue 11:19:12 PM,36.4871,12.5475,→ 99°,"39,000"
Tue 11:19:43 PM,36.4742,12.6462,→ 99°,"39,000"
Tue 11:20:13 PM,36.461,12.7461,→ 99°,"39,000"
Tue 11:20:43 PM,36.4477,12.8456,→ 99°,"39,000"
Tue 11:21:13 PM,36.4345,12.9444,→ 99°,"39,000"
Tue 11:21:43 PM,36.4211,13.0439,→ 100°,"39,000"
Tue 11:22:13 PM,36.4076,13.1427,→ 100°,"39,000"
Tue 11:22:43 PM,36.3942,13.2408,→ 100°,"39,000"
Tue 11:23:13 PM,36.3807,13.3392,→ 100°,"39,000"
Tue 11:23:43 PM,36.3676,13.4338,→ 100°,"39,000"
Tue 11:24:13 PM,36.3535,13.535,→ 100°,"39,000"
Tue 11:24:43 PM,36.34,13.6308,→ 100°,"39,000"
Tue 11:25:13 PM,36.326,13.7301,→ 100°,"39,000"
Tue 11:25:43 PM,36.3124,13.8258,→ 100°,"39,000"
Tue 11:26:13 PM,36.2985,13.9237,→ 100°,"39,000"
Tue 11:26:43 PM,36.2843,14.0219,→ 100°,"39,000"
Tue 11:27:13 PM,36.2699,14.1216,→ 100°,"39,000"
Tue 11:27:43 PM,36.2555,14.2205,→ 100°,"39,000"
Tue 11:28:13 PM,36.2411,14.319,→ 100°,"39,000"
Tue 11:28:44 PM,36.2267,14.4167,→ 100°,"39,000"
Tue 11:29:14 PM,36.2122,14.5152,→ 100°,"39,000"
Tue 11:29:47 PM,36.1959,14.6246,→ 101°,"39,000"
Tue 11:30:17 PM,36.181,14.7237,→ 101°,"39,000"
Tue 11:30:47 PM,36.1666,14.8198,→ 101°,"39,000"
Tue 11:31:17 PM,36.1514,14.9191,→ 101°,"39,000"
Tue 11:31:47 PM,36.1365,15.0172,→ 101°,"39,000"
Tue 11:32:17 PM,36.1213,15.1163,→ 101°,"39,000"
Tue 11:32:47 PM,36.1061,15.2144,→ 101°,"39,000"
Tue 11:33:17 PM,36.0909,15.3127,→ 101°,"39,000"
Tue 11:33:47 PM,36.0759,15.4084,→ 101°,"39,000"
Tue 11:34:18 PM,36.0601,15.5093,→ 101°,"39,000"
Tue 11:34:48 PM,36.0446,15.6078,→ 101°,"39,000"
Tue 11:35:18 PM,36.0291,15.7053,→ 101°,"39,000"
Tue 11:35:48 PM,36.0136,15.8028,→ 101°,"39,000"
Tue 11:36:18 PM,35.9979,15.9001,→ 101°,"39,000"
Tue 11:36:48 PM,35.9822,15.9974,→ 101°,"39,000"
Tue 11:37:19 PM,35.9662,16.0959,→ 101°,"39,000"
Tue 11:37:50 PM,35.9498,16.1962,→ 101°,"39,000"
Tue 11:38:23 PM,35.9323,16.303,→ 102°,"39,000"
Tue 11:38:53 PM,35.9162,16.4008,→ 102°,"39,000"
Tue 11:39:23 PM,35.9001,16.4982,→ 102°,"39,000"
Tue 11:39:53 PM,35.8835,16.5974,→ 102°,"39,000"
Tue 11:40:23 PM,35.8674,16.6937,→ 102°,"39,000"
Tue 11:41:00 PM,35.8469,16.8149,→ 102°,"39,000"
Tue 11:41:32 PM,35.8287,16.9223,→ 102°,"39,000"
Tue 11:42:02 PM,35.8125,17.0171,→ 102°,"39,000"
Tue 11:42:32 PM,35.7963,17.1123,→ 102°,"39,000"
Tue 11:43:02 PM,35.7799,17.2075,→ 102°,"39,000"
Tue 11:43:33 PM,35.7616,17.3129,→ 102°,"39,000"
Tue 11:44:03 PM,35.7447,17.4095,→ 102°,"39,000"
Tue 11:44:33 PM,35.7277,17.5071,→ 102°,"39,000"
Tue 11:45:03 PM,35.7107,17.6036,→ 102°,"39,000"
Tue 11:45:34 PM,35.6933,17.7014,→ 102°,"39,000"
Tue 11:46:07 PM,35.6747,17.8066,→ 102°,"39,000"
Tue 11:46:37 PM,35.6569,17.9062,→ 102°,"39,000"
Tue 11:47:07 PM,35.6394,18.0037,→ 102°,"39,000"
Tue 11:47:37 PM,35.6221,18.0997,→ 103°,"39,000"
Tue 11:48:07 PM,35.604,18.1991,→ 103°,"39,000"
Tue 11:48:37 PM,35.5863,18.2965,→ 103°,"39,000"
Tue 11:49:08 PM,35.5683,18.3948,→ 103°,"39,000"
Tue 11:49:38 PM,35.5501,18.4936,→ 103°,"39,000"
Tue 11:50:11 PM,35.5301,18.602,→ 103°,"39,000"
Tue 11:50:44 PM,35.5101,18.7097,→ 103°,"39,000"
Tue 11:51:14 PM,35.4922,18.8053,→ 103°,"39,000"
Tue 11:51:44 PM,35.4734,18.9055,→ 103°,"39,000"
Tue 11:52:16 PM,35.4536,19.0104,→ 103°,"39,000"
Tue 11:52:46 PM,35.4351,19.1079,→ 103°,"39,000"
Tue 11:53:16 PM,35.4165,19.2056,→ 103°,"39,000"
Tue 11:53:46 PM,35.3975,19.3047,→ 103°,"39,000"
Tue 11:54:16 PM,35.379,19.4011,→ 103°,"39,000"
Tue 11:54:46 PM,35.3599,19.4999,→ 103°,"39,000"
Tue 11:55:16 PM,35.341,19.5971,→ 103°,"39,000"
Tue 11:55:57 PM,35.3152,19.7291,→ 103°,"39,000"
Tue 11:56:31 PM,35.2935,19.8398,→ 104°,"39,000"
Tue 11:57:01 PM,35.2742,19.9379,→ 104°,"39,000"
Tue 11:57:31 PM,35.2547,20.036,→ 104°,"39,000"
Tue 11:58:01 PM,35.235,20.1347,→ 104°,"39,000"
Tue 11:58:31 PM,35.2155,20.2324,→ 104°,"39,000"
Tue 11:59:01 PM,35.1953,20.3326,→ 104°,"39,000"
Tue 11:59:32 PM,35.1746,20.4352,→ 104°,"39,000"
Wed 12:00:02 AM,35.1547,20.5335,→ 104°,"39,000"
Wed 12:00:32 AM,35.1349,20.6308,→ 104°,"39,000"
Wed 12:01:02 AM,35.115,20.7283,→ 104°,"39,000"
Wed 12:01:32 AM,35.0949,20.8257,→ 104°,"39,000"
Wed 12:02:02 AM,35.0744,20.925,→ 104°,"39,025"
Wed 12:02:34 AM,35.0534,21.0261,→ 104°,"39,025"
Wed 12:03:05 AM,35.0331,21.1239,→ 104°,"39,025"
Wed 12:03:37 AM,35.0107,21.2309,→ 104°,"39,000"
Wed 12:04:07 AM,34.9916,21.3217,→ 104°,"39,000"
Wed 12:04:38 AM,34.9696,21.4261,→ 105°,"39,000"
Wed 12:05:08 AM,34.9486,21.525,→ 105°,"38,975"
Wed 12:05:46 AM,34.9229,21.6457,→ 105°,"39,000"
Wed 12:06:16 AM,34.902,21.7436,→ 105°,"39,000"
Wed 12:06:47 AM,34.8806,21.8429,→ 105°,"39,000"
Wed 12:07:17 AM,34.8594,21.9413,→ 105°,"39,000"
Wed 12:07:47 AM,34.8383,22.0385,→ 105°,"39,000"
Wed 12:08:17 AM,34.8174,22.1345,→ 105°,"39,000"
Wed 12:08:47 AM,34.796,22.2323,→ 105°,"39,000"
Wed 12:09:17 AM,34.7746,22.3298,→ 105°,"39,000"
Wed 12:09:47 AM,34.7532,22.4268,→ 105°,"39,000"
Wed 12:10:18 AM,34.7316,22.5244,→ 105°,"39,000"
Wed 12:10:48 AM,34.7101,22.6217,→ 105°,"39,000"
Wed 12:11:18 AM,34.6882,22.7197,→ 105°,"39,000"
Wed 12:11:48 AM,34.6663,22.8171,→ 105°,"39,000"
Wed 12:12:18 AM,34.6446,22.9128,→ 107°,"39,000"
Wed 12:12:48 AM,34.6168,23.0093,↘ 112°,"39,000"
Wed 12:13:18 AM,34.5823,23.1013,↘ 117°,"39,000"
Wed 12:13:48 AM,34.5444,23.1897,↘ 117°,"39,000"
Wed 12:14:18 AM,34.506,23.2804,↘ 117°,"39,000"
Wed 12:14:50 AM,34.4676,23.3711,↘ 117°,"39,000"
Wed 12:15:20 AM,34.4291,23.4613,↘ 117°,"39,000"
Wed 12:15:50 AM,34.3905,23.5512,↘ 117°,"39,000"
Wed 12:16:20 AM,34.3524,23.64,↘ 118°,"39,000"
Wed 12:16:50 AM,34.3133,23.7308,↘ 118°,"39,000"
Wed 12:17:20 AM,34.2741,23.8214,↘ 118°,"39,000"
Wed 12:17:50 AM,34.2356,23.9103,↘ 118°,"39,000"
Wed 12:18:20 AM,34.1969,23.9995,↘ 118°,"39,000"
Wed 12:18:50 AM,34.1576,24.0899,↘ 118°,"39,000"
Wed 12:19:21 AM,34.1181,24.1804,↘ 118°,"39,000"
Wed 12:19:56 AM,34.0708,24.2877,↘ 119°,"39,000"
Wed 12:20:14 AM,34.0451,24.3399,↘ 122°,"39,000"
Wed 12:20:33 AM,34.0166,24.391,↘ 125°,"39,000"
Wed 12:21:05 AM,33.9608,24.4768,↘ 130°,"39,000"
Wed 12:21:36 AM,33.902,24.553,↘ 135°,"39,000"
Wed 12:22:17 AM,33.817,24.646,↘ 138°,"39,000"
Wed 12:22:48 AM,33.7535,24.7142,↘ 138°,"39,000"
Wed 12:23:19 AM,33.6914,24.781,↘ 138°,"39,000"
Wed 12:23:49 AM,33.6286,24.848,↘ 138°,"39,000"
Wed 12:24:25 AM,33.5537,24.9277,↘ 138°,"39,000"
Wed 12:25:15 AM,33.4486,25.0392,↘ 138°,"39,000"
Wed 12:25:45 AM,33.3865,25.105,↘ 138°,"39,000"
Wed 12:26:15 AM,33.3246,25.1703,↘ 138°,"39,000"
Wed 12:28:23 AM,33.1309,25.4592,↘ 129°,
Wed 12:30:14 AM,32.9624,25.7087,↘ 129°,
Wed 12:32:17 AM,32.7751,25.984,↘ 129°,
Wed 12:33:20 AM,32.6789,26.1246,↘ 129°,
Wed 12:34:53 AM,32.5367,26.3315,↘ 129°,
Wed 12:36:22 AM,32.4002,26.529,↘ 129°,
Wed 12:38:07 AM,32.2389,26.7611,↘ 129°,
Wed 12:40:19 AM,32.0354,27.0518,↘ 129°,
Wed 12:41:19 AM,31.9427,27.1836,↘ 130°,
Wed 12:43:16 AM,31.7616,27.4396,↘ 130°,
Wed 12:44:22 AM,31.6536,27.5831,↘ 132°,
Wed 12:45:25 AM,31.5516,27.7161,↘ 132°,
Wed 12:47:23 AM,31.3603,27.9645,↘ 132°,
Wed 12:49:24 AM,31.1635,28.2181,↘ 133°,
Wed 12:51:19 AM,30.9721,28.4538,↘ 133°,
Wed 12:53:15 AM,30.7786,28.6907,↘ 134°,
Wed 12:54:25 AM,30.663,28.8346,↘ 133°,
Wed 12:56:19 AM,30.4759,29.07,↘ 133°,
Wed 12:57:23 AM,30.3707,29.2018,↘ 133°,
Wed 12:59:22 AM,30.1733,29.4444,↘ 133°,
Wed 01:01:24 AM,29.9697,29.6913,↘ 134°,
Wed 01:02:25 AM,29.8677,29.8144,↘ 134°,
Wed 01:04:16 AM,29.6818,30.0377,↘ 134°,
Wed 01:05:07 AM,29.399,30.7911,→ 89°,"39,000"
Wed 01:05:48 AM,29.3989,30.9103,→ 90°,"39,000"
Wed 01:06:33 AM,29.3988,31.0457,→ 90°,"39,000"
Wed 01:07:28 AM,29.3987,31.2089,→ 90°,"39,000"
Wed 01:07:58 AM,29.4012,31.3005,→ 85°,"39,000"
Wed 01:08:30 AM,29.4125,31.3971,→ 80°,"39,000"
