Time,Latitude,Longitude,Course,feet
Thu 07:42:04 PM,69.3533,22.2225,→ 108°,"35,000"
Thu 07:42:35 PM,69.331,22.4179,→ 108°,"35,000"
Thu 07:43:07 PM,69.308,22.6166,→ 108°,"35,000"
Thu 07:43:37 PM,69.2853,22.8105,→ 108°,"35,000"
Thu 07:44:07 PM,69.2628,23.0021,→ 109°,"35,000"
Thu 07:44:41 PM,69.2356,23.2281,→ 109°,"35,000"
Thu 07:45:11 PM,69.2126,23.4184,→ 109°,"35,000"
Thu 07:45:41 PM,69.1887,23.6135,→ 109°,"35,000"
Thu 07:46:11 PM,69.1654,23.8016,→ 109°,"35,000"
Thu 07:46:41 PM,69.1412,23.9947,→ 109°,"35,000"
Thu 07:47:12 PM,69.1174,24.1823,→ 110°,"35,000"
Thu 07:47:42 PM,69.0931,24.3724,→ 110°,"35,000"
Thu 07:48:12 PM,69.0684,24.5626,→ 110°,"35,000"
Thu 07:48:42 PM,69.0437,24.7517,→ 110°,"35,000"
Thu 07:49:19 PM,69.0133,24.9815,↘ 111°,"35,000"
Thu 07:49:50 PM,68.9879,25.1712,↘ 111°,"35,000"
Thu 07:50:20 PM,68.9625,25.3585,↘ 111°,"35,000"
Thu 07:50:50 PM,68.9367,25.5465,↘ 111°,"35,000"
Thu 07:51:20 PM,68.9105,25.7364,↘ 111°,"35,000"
Thu 07:51:50 PM,68.8846,25.9221,↘ 111°,"35,000"
Thu 07:52:20 PM,68.8581,26.1102,↘ 112°,"35,000"
Thu 07:52:50 PM,68.8318,26.2947,↘ 112°,"35,000"
Thu 07:53:20 PM,68.8049,26.482,↘ 112°,"35,000"
Thu 07:53:50 PM,68.7776,26.6694,↘ 112°,"35,000"
Thu 07:54:20 PM,68.7503,26.855,↘ 112°,"35,000"
Thu 07:54:50 PM,68.7231,27.0385,↘ 112°,"35,000"
Thu 07:55:20 PM,68.6955,27.2226,↘ 112°,"35,000"
Thu 07:55:50 PM,68.6674,27.4086,↘ 112°,"35,000"
Thu 07:56:20 PM,68.6401,27.5871,↘ 113°,"35,000"
Thu 07:56:51 PM,68.6114,27.7729,↘ 113°,"35,000"
Thu 07:57:21 PM,68.5836,27.9517,↘ 113°,"35,000"
Thu 07:57:51 PM,68.5552,28.1325,↘ 113°,"35,000"
Thu 07:58:21 PM,68.5264,28.3143,↘ 114°,"35,000"
Thu 07:58:51 PM,68.4928,28.5014,↘ 118°,"35,000"
Thu 07:59:33 PM,68.4421,28.7364,↘ 121°,"35,000"
Thu 08:01:57 PM,68.2688,29.4966,↘ 121°,
Thu 08:03:08 PM,68.182,29.8672,↘ 122°,
Thu 08:04:59 PM,68.0448,30.4409,↘ 122°,
Thu 08:06:00 PM,67.9686,30.7533,↘ 123°,
Thu 08:07:04 PM,67.8879,31.0788,↘ 123°,
Thu 08:08:58 PM,67.7427,31.6531,↘ 124°,
Thu 08:10:59 PM,67.5864,32.2548,↘ 124°,
Thu 08:12:07 PM,67.4976,32.5895,↘ 125°,
Thu 08:14:00 PM,67.3486,33.1401,↘ 125°,
Thu 08:15:05 PM,67.2619,33.4537,↘ 125°,
Thu 08:17:07 PM,67.0978,34.0363,↘ 126°,
Thu 08:18:07 PM,67.0162,34.3198,↘ 126°,
Thu 08:20:01 PM,66.86,34.8534,↘ 127°,
Thu 08:22:05 PM,66.688,35.4261,↘ 127°,
Thu 08:24:06 PM,66.5182,35.9772,↘ 128°,
Thu 08:26:06 PM,66.3479,36.5163,↘ 128°,
Thu 08:28:06 PM,66.1758,37.0482,↘ 129°,
Thu 08:29:06 PM,66.0891,37.3114,↘ 129°,
Thu 08:31:07 PM,65.9128,37.8367,↘ 129°,
Thu 08:31:54 PM,65.7323,38.2158,↘ 137°,"35,000"
Thu 08:32:24 PM,65.6808,38.3292,↘ 138°,"35,000"
Thu 08:33:24 PM,65.5749,38.5622,↘ 137°,"34,975"
Thu 08:33:54 PM,65.5232,38.6802,↘ 136°,"35,000"
Thu 08:34:24 PM,65.4731,38.7963,↘ 136°,"35,000"
Thu 08:34:54 PM,65.4212,38.9171,↘ 136°,"35,000"
Thu 08:35:36 PM,65.3511,39.0792,↘ 136°,"35,050"
Thu 08:36:16 PM,65.2816,39.2375,↘ 137°,"35,650"
Thu 08:36:46 PM,65.2314,39.3503,↘ 137°,"36,400"
Thu 08:37:19 PM,65.173,39.4807,↘ 137°,"36,975"
Thu 08:38:10 PM,65.0832,39.6792,↘ 137°,"37,000"
Thu 08:38:41 PM,65.0313,39.793,↘ 137°,"37,000"
Thu 08:39:14 PM,64.9746,39.9167,↘ 137°,"37,000"
Thu 08:39:50 PM,64.9118,40.0531,↘ 137°,"36,975"
Thu 08:40:32 PM,64.8374,40.2129,↘ 138°,"36,975"
Thu 08:41:02 PM,64.7855,40.3241,↘ 138°,"37,000"
Thu 08:41:32 PM,64.7332,40.4352,↘ 138°,"37,000"
Thu 08:42:02 PM,64.6816,40.5445,↘ 138°,"37,000"
Thu 08:42:33 PM,64.629,40.6543,↘ 139°,"37,000"
Thu 08:42:58 PM,64.5831,40.7418,↘ 143°,"37,000"
Thu 08:43:44 PM,64.4948,40.8871,↘ 145°,"37,000"
Thu 08:44:14 PM,64.4379,40.9793,↘ 145°,"37,000"
Thu 08:44:45 PM,64.3774,41.0768,↘ 145°,"37,000"
Thu 08:45:15 PM,64.3204,41.1682,↘ 145°,"37,000"
Thu 08:45:46 PM,64.2588,41.2665,↘ 145°,"37,000"
Thu 08:46:17 PM,64.201,41.3582,↘ 145°,"36,975"
Thu 08:46:48 PM,64.1405,41.4541,↘ 145°,"37,000"
Thu 08:47:18 PM,64.0825,41.5455,↘ 145°,"37,000"
Thu 08:47:49 PM,64.0236,41.6375,↘ 146°,"37,000"
Thu 08:48:19 PM,63.9647,41.7295,↘ 146°,"37,000"
Thu 08:48:49 PM,63.9064,41.8199,↘ 146°,"36,975"
Thu 08:49:19 PM,63.8487,41.9088,↘ 146°,"37,000"
Thu 08:49:49 PM,63.7906,41.998,↘ 146°,"37,000"
Thu 08:50:20 PM,63.7317,42.0882,↘ 146°,"37,000"
Thu 08:50:50 PM,63.6743,42.1756,↘ 146°,"37,000"
Thu 08:51:32 PM,63.5924,42.2993,↘ 146°,"36,975"
Thu 08:52:02 PM,63.5342,42.3866,↘ 146°,"37,000"
Thu 08:52:32 PM,63.4754,42.475,↘ 146°,"37,000"
Thu 08:53:06 PM,63.4099,42.5727,↘ 146°,"37,000"
Thu 08:53:36 PM,63.3516,42.659,↘ 147°,"37,000"
Thu 08:54:06 PM,63.2923,42.7466,↘ 146°,"37,000"
Thu 08:54:37 PM,63.233,42.8337,↘ 147°,"37,000"
Thu 08:55:07 PM,63.1739,42.9199,↘ 147°,"37,000"
Thu 08:55:37 PM,63.1154,43.005,↘ 147°,"37,000"
Thu 08:56:07 PM,63.0555,43.0917,↘ 147°,"37,000"
Thu 08:56:38 PM,62.9972,43.1754,↘ 147°,"37,000"
Thu 08:57:08 PM,62.9373,43.2614,↘ 147°,"37,000"
Thu 08:58:00 PM,62.8364,43.405,↘ 147°,"37,000"
Thu 08:58:30 PM,62.7763,43.4897,↘ 147°,"37,000"
Thu 08:59:00 PM,62.7179,43.5719,↘ 147°,"37,000"
Thu 08:59:30 PM,62.6576,43.6564,↘ 147°,"37,000"
Thu 09:00:01 PM,62.598,43.7393,↘ 147°,"37,000"
Thu 09:00:57 PM,62.4896,43.9038,↘ 144°,"37,000"
Thu 09:01:28 PM,62.4311,43.9943,↘ 145°,"37,000"
Thu 09:01:58 PM,62.3735,44.0821,↘ 145°,"37,000"
Thu 09:02:28 PM,62.3152,44.1698,↘ 145°,"37,000"
Thu 09:02:58 PM,62.2579,44.255,↘ 145°,"37,000"
Thu 09:03:28 PM,62.2001,44.3409,↘ 145°,"37,000"
Thu 09:03:58 PM,62.1418,44.4271,↘ 146°,"37,000"
Thu 09:04:28 PM,62.084,44.512,↘ 146°,"37,000"
Thu 09:04:58 PM,62.0265,44.5964,↘ 145°,"36,975"
Thu 09:05:28 PM,61.9699,44.6792,↘ 146°,"37,000"
Thu 09:05:58 PM,61.9127,44.7626,↘ 146°,"37,000"
Thu 09:06:29 PM,61.8542,44.8473,↘ 146°,"37,000"
Thu 09:06:59 PM,61.7974,44.9293,↘ 146°,"37,000"
Thu 09:07:45 PM,61.71,45.057,↘ 144°,"37,000"
Thu 09:08:17 PM,61.6497,45.1574,↘ 140°,"37,000"
Thu 09:08:48 PM,61.5967,45.2506,↘ 140°,"37,000"
Thu 09:09:18 PM,61.5428,45.3445,↘ 140°,"37,000"
Thu 09:09:48 PM,61.489,45.4376,↘ 140°,"37,000"
Thu 09:10:38 PM,61.3988,45.5927,↘ 141°,"37,000"
Thu 09:11:08 PM,61.3457,45.6835,↘ 141°,"37,000"
Thu 09:11:38 PM,61.2907,45.7772,↘ 141°,"37,000"
Thu 09:12:10 PM,61.2355,45.8708,↘ 141°,"37,000"
Thu 09:12:40 PM,61.1818,45.9614,↘ 141°,"36,975"
Thu 09:13:10 PM,61.1275,46.0526,↘ 141°,"37,000"
Thu 09:13:40 PM,61.073,46.1436,↘ 141°,"37,000"
Thu 09:14:10 PM,61.0187,46.2341,↘ 141°,"37,000"
Thu 09:14:40 PM,60.964,46.3248,↘ 141°,"37,000"
Thu 09:15:10 PM,60.91,46.4142,↘ 141°,"37,000"
Thu 09:15:40 PM,60.8552,46.5043,↘ 141°,"37,000"
Thu 09:16:10 PM,60.8006,46.5937,↘ 141°,"37,000"
Thu 09:16:40 PM,60.7462,46.6823,↘ 141°,"37,000"
Thu 09:17:10 PM,60.6924,46.7699,↘ 141°,"37,000"
Thu 09:17:40 PM,60.6366,46.8603,↘ 142°,"37,000"
Thu 09:18:10 PM,60.5818,46.9486,↘ 142°,"37,000"
Thu 09:18:40 PM,60.5264,47.0373,↘ 142°,"37,000"
Thu 09:19:10 PM,60.4732,47.1224,↘ 142°,"37,000"
Thu 09:19:40 PM,60.4176,47.211,↘ 142°,"37,000"
Thu 09:20:10 PM,60.3628,47.2976,↘ 142°,"37,000"
Thu 09:20:40 PM,60.307,47.3858,↘ 142°,"36,975"
Thu 09:21:11 PM,60.2503,47.4747,↘ 142°,"37,000"
Thu 09:21:42 PM,60.1937,47.5577,↘ 146°,"37,000"
Thu 09:22:12 PM,60.1359,47.633,↘ 148°,"37,000"
Thu 09:22:50 PM,60.0618,47.728,↘ 147°,"37,000"
Thu 09:23:20 PM,60.0034,47.8027,↘ 148°,"37,000"
Thu 09:23:50 PM,59.9447,47.8774,↘ 147°,"37,000"
Thu 09:24:21 PM,59.8855,47.9528,↘ 147°,"37,000"
Thu 09:24:51 PM,59.8265,48.0276,↘ 148°,"37,000"
Thu 09:25:21 PM,59.7691,48.0999,↘ 148°,"37,000"
Thu 09:25:51 PM,59.7097,48.1745,↘ 148°,"37,000"
Thu 09:26:21 PM,59.6508,48.2482,↘ 148°,"37,000"
Thu 09:26:51 PM,59.591,48.3224,↘ 148°,"37,000"
Thu 09:27:21 PM,59.5348,48.3921,↘ 148°,"37,000"
Thu 09:27:57 PM,59.4627,48.4815,↘ 148°,"36,975"
Thu 09:28:29 PM,59.3995,48.5595,↘ 148°,"37,000"
Thu 09:28:59 PM,59.3391,48.6334,↘ 148°,"37,000"
Thu 09:29:42 PM,59.2556,48.7353,↘ 148°,"37,000"
Thu 09:30:21 PM,59.1776,48.8224,↘ 152°,"37,000"
Thu 09:30:51 PM,59.1151,48.8824,↘ 154°,"37,000"
Thu 09:31:26 PM,59.0433,48.9509,↘ 154°,"37,000"
Thu 09:31:56 PM,58.9814,49.0096,↘ 154°,"37,000"
Thu 09:32:26 PM,58.9229,49.0652,↘ 154°,"37,000"
Thu 09:32:56 PM,58.8591,49.1254,↘ 154°,"37,000"
Thu 09:33:27 PM,58.7941,49.1853,↘ 155°,"37,000"
Thu 09:33:59 PM,58.7281,49.246,↘ 155°,"37,000"
Thu 09:34:30 PM,58.6633,49.3048,↘ 155°,"37,000"
Thu 09:35:00 PM,58.6028,49.359,↘ 155°,"37,000"
Thu 09:35:30 PM,58.5385,49.4165,↘ 155°,"37,000"
Thu 09:36:00 PM,58.4762,49.4721,↘ 155°,"36,975"
Thu 09:36:32 PM,58.4106,49.5303,↘ 155°,"37,000"
Thu 09:37:02 PM,58.3471,49.5866,↘ 155°,"37,000"
Thu 09:37:33 PM,58.2842,49.6419,↘ 155°,"37,000"
Thu 09:38:03 PM,58.2215,49.697,↘ 155°,"37,000"
Thu 09:38:33 PM,58.1602,49.7507,↘ 155°,"37,000"
Thu 09:39:03 PM,58.096,49.8066,↘ 155°,"36,975"
Thu 09:39:47 PM,58.0014,49.8889,↘ 155°,"37,000"
Thu 09:40:17 PM,57.9399,49.9421,↘ 155°,"37,000"
Thu 09:40:51 PM,57.8724,50.0035,↘ 151°,"37,000"
Thu 09:41:18 PM,57.8189,50.0697,↘ 142°,"37,000"
Thu 09:41:52 PM,57.7551,50.1676,↘ 141°,"37,000"
Thu 09:42:23 PM,57.7,50.2523,↘ 141°,"37,000"
Thu 09:43:02 PM,57.6298,50.3596,↘ 141°,"37,000"
Thu 09:43:32 PM,57.5741,50.4441,↘ 141°,"37,000"
Thu 09:44:02 PM,57.5195,50.5269,↘ 141°,"37,000"
Thu 09:44:32 PM,57.4643,50.61,↘ 141°,"37,000"
Thu 09:45:03 PM,57.4095,50.6923,↘ 141°,"36,975"
Thu 09:45:33 PM,57.354,50.7752,↘ 141°,"36,975"
Thu 09:46:03 PM,57.3011,50.8542,↘ 141°,"37,000"
Thu 09:46:33 PM,57.2464,50.9355,↘ 141°,"37,000"
Thu 09:47:03 PM,57.1921,51.0156,↘ 141°,"37,000"
Thu 09:47:33 PM,57.1366,51.0974,↘ 141°,"37,000"
Thu 09:48:04 PM,57.0812,51.1787,↘ 141°,"37,000"
Thu 09:48:34 PM,57.0266,51.2583,↘ 142°,"37,000"
Thu 09:49:04 PM,56.9706,51.3401,↘ 142°,"37,000"
Thu 09:49:34 PM,56.9152,51.4204,↘ 142°,"37,000"
Thu 09:50:04 PM,56.8593,51.5011,↘ 142°,"37,000"
Thu 09:50:34 PM,56.8035,51.5812,↘ 142°,"37,000"
Thu 09:51:04 PM,56.748,51.661,↘ 142°,"37,000"
Thu 09:51:34 PM,56.6917,51.7415,↘ 142°,"37,000"
Thu 09:52:04 PM,56.6377,51.8184,↘ 142°,"37,000"
Thu 09:52:34 PM,56.5802,51.9,↘ 142°,"37,000"
Thu 09:53:04 PM,56.5237,51.98,↘ 142°,"37,000"
Thu 09:53:42 PM,56.4517,52.0812,↘ 142°,"37,000"
Thu 09:54:19 PM,56.3847,52.1751,↘ 142°,"37,000"
Thu 09:54:50 PM,56.3271,52.2557,↘ 142°,"37,000"
Thu 09:55:20 PM,56.2671,52.3389,↘ 143°,"37,000"
Thu 09:55:41 PM,56.2338,52.3856,↘ 123°,"37,000"
Thu 09:56:01 PM,56.1917,52.4424,↘ 149°,"37,000"
Thu 09:57:21 PM,56.0469,52.6611,↘ 116°,"37,000"
Thu 09:58:06 PM,55.9791,52.8097,↘ 129°,"37,000"
Thu 09:58:36 PM,55.934,52.9111,↘ 128°,"37,000"
Thu 09:59:06 PM,55.8889,53.0125,↘ 128°,"37,000"
Thu 09:59:36 PM,55.8437,53.1134,↘ 129°,"37,000"
Thu 10:00:08 PM,55.7969,53.2177,↘ 129°,"37,000"
Thu 10:00:40 PM,55.7477,53.3269,↘ 129°,"37,000"
Thu 10:01:10 PM,55.7022,53.4271,↘ 129°,"37,000"
Thu 10:01:40 PM,55.6566,53.5266,↘ 129°,"37,000"
Thu 10:02:10 PM,55.6109,53.6255,↘ 131°,"37,000"
Thu 10:02:36 PM,55.5669,53.7037,↘ 139°,"37,000"
Thu 10:03:06 PM,55.5108,53.7774,↘ 148°,"37,000"
Thu 10:03:42 PM,55.4372,53.8487,↘ 152°,"37,000"
Thu 10:04:12 PM,55.3772,53.9042,↘ 152°,"37,000"
Thu 10:04:42 PM,55.3156,53.9611,↘ 152°,"37,000"
Thu 10:05:12 PM,55.2539,54.0183,↘ 152°,"37,000"
Thu 10:05:42 PM,55.1942,54.0735,↘ 152°,"37,000"
Thu 10:06:13 PM,55.1319,54.1311,↘ 152°,"37,000"
Thu 10:06:43 PM,55.0709,54.1872,↘ 152°,"37,000"
Thu 10:07:13 PM,55.01,54.2431,↘ 152°,"37,000"
Thu 10:07:43 PM,54.9493,54.2986,↘ 152°,"37,000"
Thu 10:08:20 PM,54.874,54.3671,↘ 152°,"37,000"
Thu 10:08:50 PM,54.8129,54.4225,↘ 152°,"37,000"
Thu 10:09:20 PM,54.7513,54.478,↘ 153°,"37,000"
Thu 10:09:50 PM,54.6897,54.5335,↘ 153°,"37,000"
Thu 10:10:20 PM,54.6275,54.5894,↘ 153°,"37,000"
Thu 10:10:55 PM,54.5549,54.6542,↘ 153°,"37,000"
Thu 10:11:25 PM,54.492,54.71,↘ 153°,"37,000"
Thu 10:11:55 PM,54.4291,54.7658,↘ 153°,"37,000"
Thu 10:12:25 PM,54.3672,54.8205,↘ 153°,"37,000"
Thu 10:12:55 PM,54.3046,54.8755,↘ 153°,"37,000"
Thu 10:13:26 PM,54.2416,54.9308,↘ 153°,"37,000"
Thu 10:13:56 PM,54.1766,54.9879,↘ 153°,"37,000"
Thu 10:14:26 PM,54.1147,55.0418,↘ 153°,"37,000"
Thu 10:14:56 PM,54.051,55.0971,↘ 153°,"37,000"
Thu 10:15:26 PM,53.9872,55.1522,↘ 153°,"37,000"
Thu 10:15:56 PM,53.9237,55.2069,↘ 153°,"37,000"
Thu 10:16:26 PM,53.8606,55.2613,↘ 153°,"37,000"
Thu 10:16:58 PM,53.7916,55.3205,↘ 153°,"37,000"
Thu 10:17:28 PM,53.7266,55.3759,↘ 153°,"37,000"
Thu 10:17:58 PM,53.6634,55.4297,↘ 153°,"37,000"
Thu 10:18:28 PM,53.6006,55.4829,↘ 153°,"37,000"
Thu 10:18:59 PM,53.5348,55.5384,↘ 153°,"37,000"
Thu 10:19:45 PM,53.4365,55.6208,↘ 154°,"37,000"
Thu 10:20:17 PM,53.3715,55.675,↘ 154°,"37,000"
Thu 10:22:06 PM,53.1759,55.9341,↘ 142°,
Thu 10:24:06 PM,52.9599,56.2166,↘ 142°,
Thu 10:26:01 PM,52.7523,56.4847,↘ 142°,
Thu 10:27:03 PM,52.6401,56.6281,↘ 142°,
Thu 10:29:05 PM,52.4189,56.9083,↘ 142°,
Thu 10:30:06 PM,52.308,57.0473,↘ 142°,
Thu 10:32:06 PM,52.0894,57.3188,↘ 143°,
Thu 10:33:58 PM,51.8849,57.5698,↘ 143°,
Thu 10:35:03 PM,51.7659,57.7144,↘ 143°,
Thu 10:37:02 PM,51.5477,57.9772,↘ 143°,
Thu 10:39:02 PM,51.327,58.2397,↘ 143°,
Thu 10:40:05 PM,51.211,58.3765,↘ 144°,
Thu 10:41:06 PM,51.0984,58.5083,↘ 144°,
Thu 10:42:07 PM,50.9857,58.6394,↘ 144°,
Thu 10:44:04 PM,50.7692,58.8892,↘ 144°,
Thu 10:46:04 PM,50.5465,59.143,↘ 144°,
Thu 10:47:05 PM,50.4331,59.2711,↘ 144°,
Thu 10:49:05 PM,50.2096,59.5212,↘ 144°,
Thu 10:51:04 PM,49.9875,59.767,↘ 145°,
Thu 10:52:05 PM,49.8734,59.8922,↘ 145°,
Thu 10:53:57 PM,49.6636,60.1203,↘ 145°,
Thu 10:56:06 PM,49.4214,60.3807,↘ 145°,
Thu 10:58:06 PM,49.1956,60.6207,↘ 145°,
Thu 10:59:57 PM,48.9863,60.8407,↘ 145°,
Thu 11:01:03 PM,48.8616,60.9706,↘ 146°,
Thu 11:03:03 PM,48.6346,61.2052,↘ 146°,
Thu 11:04:06 PM,48.5153,61.3275,↘ 146°,
Thu 11:05:52 PM,48.3141,61.532,↘ 146°,
Thu 11:07:00 PM,48.1849,61.6623,↘ 146°,
Thu 11:09:02 PM,47.9527,61.8945,↘ 146°,
Thu 11:10:46 PM,47.7544,62.0908,↘ 146°,
Thu 11:12:07 PM,47.5997,62.2427,↘ 146°,
Thu 11:14:01 PM,47.3817,62.4549,↘ 147°,
Thu 11:15:02 PM,47.2648,62.5677,↘ 147°,
Thu 11:16:03 PM,47.1479,62.6801,↘ 147°,
Thu 11:17:04 PM,47.0308,62.7919,↘ 147°,
Thu 11:18:53 PM,46.8214,62.9905,↘ 147°,
Thu 11:20:05 PM,46.6829,63.1209,↘ 147°,
Thu 11:22:05 PM,46.4517,63.3367,↘ 147°,
Thu 11:23:05 PM,46.3359,63.4439,↘ 147°,
Thu 11:24:06 PM,46.2182,63.5524,↘ 147°,
Thu 11:26:07 PM,45.9842,63.7663,↘ 148°,
Thu 11:28:08 PM,45.7499,63.9784,↘ 148°,
Thu 11:30:04 PM,45.5249,64.1801,↘ 148°,
Thu 11:31:04 PM,45.4083,64.2838,↘ 148°,
Thu 11:33:04 PM,45.175,64.4898,↘ 148°,
Thu 11:34:05 PM,45.0563,64.594,↘ 148°,
Thu 11:36:04 PM,44.8243,64.7958,↘ 148°,
Thu 11:38:05 PM,44.5881,64.9994,↘ 148°,
Thu 11:40:06 PM,44.3516,65.2014,↘ 149°,
Thu 11:42:03 PM,44.1225,65.3951,↘ 149°,
Thu 11:43:06 PM,43.9991,65.4988,↘ 149°,
Thu 11:44:07 PM,43.8794,65.5987,↘ 149°,
Thu 11:44:33 PM,44.6523,70.4169,↘ 143°,"39,000"
Thu 11:45:04 PM,44.5975,70.4829,↘ 143°,"39,000"
Thu 11:47:01 PM,44.3338,70.5488,↓ 170°,
Thu 11:48:06 PM,44.1873,70.5852,↓ 170°,
Thu 11:49:07 PM,44.0498,70.6192,↓ 170°,
Thu 11:49:27 PM,44.1454,69.2063,↘ 136°,"39,000"
Thu 11:49:58 PM,44.0934,69.2782,↘ 137°,"39,000"
Thu 11:50:47 PM,43.9868,69.4386,↘ 137°,"39,000"
Thu 11:51:17 PM,43.9282,69.5056,↘ 138°,"39,000"
Thu 11:51:47 PM,43.8755,69.5733,↘ 138°,"39,000"
Thu 11:52:17 PM,43.8214,69.6425,↘ 138°,"39,025"
Thu 11:52:55 PM,43.8019,69.6635,↘ 139°,"39,000"
Thu 11:53:25 PM,43.7488,69.7364,↘ 139°,"39,000"
Thu 11:53:55 PM,43.6865,69.8018,↘ 139°,"39,000"
Thu 11:54:25 PM,43.6314,69.8714,↘ 139°,"39,000"
Thu 11:55:00 PM,43.5635,69.9603,↘ 139°,"39,000"
Thu 11:55:30 PM,43.508,70.0354,↘ 139°,"39,000"
Thu 11:56:01 PM,43.4534,70.1091,↘ 139°,"39,000"
Thu 11:57:17 PM,43.4663,70.51,↘ 139°,"39,000"
Thu 11:57:47 PM,43.4114,70.5814,↘ 139°,"39,000"
Thu 11:58:17 PM,43.3536,70.6508,↘ 139°,"39,000"
Thu 11:58:47 PM,43.2977,70.7245,↘ 139°,"39,000"
Thu 11:59:18 PM,43.2417,70.7962,↘ 139°,"39,000"
Thu 11:59:48 PM,43.2116,70.8413,↘ 139°,"39,000"
Fri 12:00:18 AM,43.1557,70.9145,↘ 140°,"39,000"
Fri 12:00:48 AM,43.1038,70.9852,↘ 140°,"39,000"
Fri 12:01:19 AM,43.0504,71.0623,↘ 140°,"39,000"
Fri 12:01:49 AM,42.994,71.1363,↘ 140°,"39,000"
Fri 12:02:19 AM,42.9364,71.2034,↘ 140°,"39,000"
Fri 12:02:49 AM,42.8798,71.2736,↘ 140°,"39,000"
Fri 12:03:19 AM,42.8219,71.3442,↘ 141°,"39,000"
Fri 12:03:49 AM,42.7652,71.4167,↘ 141°,"39,000"
Fri 12:04:19 AM,42.7079,71.4869,↘ 141°,"39,000"
Fri 12:04:49 AM,42.6563,71.5556,↘ 141°,"39,000"
Fri 12:05:20 AM,42.5998,71.6384,↘ 142°,"39,000"
Fri 12:05:50 AM,42.5412,71.7061,↘ 142°,"39,000"
Fri 12:06:17 AM,42.4882,71.7609,↘ 146°,"39,000"
Fri 12:06:50 AM,42.4162,71.8088,↓ 156°,"39,000"
Fri 12:07:30 AM,42.3263,71.8602,↓ 158°,"39,000"
Fri 12:08:00 AM,42.2571,71.8948,↓ 161°,"39,000"
Fri 12:08:51 AM,42.1383,71.9444,↓ 164°,"39,000"
Fri 12:09:21 AM,42.0711,71.9705,↓ 164°,"39,000"
Fri 12:09:51 AM,42.0013,72.005,↓ 165°,"39,000"
Fri 12:10:21 AM,41.9295,72.0299,↓ 165°,"39,000"
Fri 12:10:51 AM,41.8641,72.0578,↓ 165°,"39,000"
Fri 12:11:21 AM,41.7957,72.0831,↓ 165°,"39,000"
Fri 12:12:22 AM,41.5688,72.2335,↓ 164°,"39,000"
Fri 12:12:52 AM,41.5033,72.2523,↓ 165°,"39,000"
Fri 12:13:22 AM,41.4388,72.2754,↓ 165°,"39,000"
Fri 12:13:52 AM,41.3708,72.3063,↓ 165°,"39,000"
Fri 12:14:23 AM,41.2972,72.3361,↓ 160°,"39,000"
Fri 12:14:54 AM,41.2297,72.3728,↘ 152°,"39,000"
Fri 12:15:14 AM,41.1858,72.4023,↘ 146°,"39,000"
Fri 12:16:04 AM,41.0025,72.4917,↘ 144°,"39,000"
Fri 12:16:34 AM,40.9509,72.5429,↘ 144°,"39,000"
Fri 12:17:04 AM,40.9004,72.5917,↘ 145°,"39,000"
Fri 12:17:35 AM,40.8465,72.6552,↘ 145°,"39,000"
Fri 12:18:09 AM,40.7843,72.7254,↘ 145°,"39,000"
Fri 12:19:04 AM,40.6792,72.8185,↘ 146°,"39,000"
Fri 12:19:34 AM,40.6158,72.8718,↘ 146°,"39,000"
Fri 12:20:04 AM,40.5638,72.9241,↘ 146°,"39,000"
Fri 12:20:35 AM,40.5065,72.9736,↘ 146°,"39,000"
Fri 12:21:05 AM,40.4464,73.0252,↘ 146°,"39,000"
Fri 12:21:35 AM,40.3889,73.0736,↘ 147°,"39,000"
Fri 12:22:05 AM,40.3388,73.124,↘ 147°,"39,000"
Fri 12:22:35 AM,40.2779,73.183,↘ 147°,"39,000"
Fri 12:23:05 AM,40.2178,73.234,↘ 147°,"39,000"
Fri 12:23:35 AM,40.1559,73.2809,↘ 148°,"39,000"
Fri 12:24:06 AM,40.1007,73.3336,↘ 148°,"39,000"
Fri 12:24:36 AM,40.038,73.3847,↘ 148°,"39,000"
Fri 12:27:05 AM,39.6978,73.3532,↓ 184°,
Fri 12:28:05 AM,39.5608,73.3407,↓ 184°,
Fri 12:30:07 AM,39.2822,73.3152,↓ 184°,
Fri 12:32:06 AM,39.0104,73.2906,↓ 184°,
Fri 12:33:58 AM,38.7547,73.2676,↓ 184°,
Fri 12:35:04 AM,38.604,73.2542,↓ 184°,
Fri 12:36:06 AM,38.4624,73.2416,↓ 184°,
Fri 12:38:01 AM,38.1998,73.2183,↓ 184°,
Fri 12:39:05 AM,38.0536,73.2054,↓ 184°,
Fri 12:40:06 AM,37.9143,73.1932,↓ 184°,
Fri 12:42:05 AM,37.6425,73.1695,↓ 184°,
Fri 12:44:05 AM,37.3685,73.1458,↓ 184°,
Fri 12:45:05 AM,37.2314,73.134,↓ 184°,
Fri 12:47:02 AM,36.9642,73.1111,↓ 184°,
Fri 12:48:06 AM,36.8181,73.0987,↓ 184°,
Fri 12:50:08 AM,36.5394,73.0751,↓ 184°,
Fri 12:52:02 AM,36.2791,73.0532,↓ 184°,
Fri 12:53:08 AM,36.1283,73.0406,↓ 184°,
Fri 12:55:05 AM,35.8611,73.0184,↓ 184°,
Fri 12:56:05 AM,35.724,73.0071,↓ 184°,
Fri 12:58:05 AM,35.45,72.9845,↓ 184°,
Fri 12:59:07 AM,35.3083,72.9729,↓ 184°,
Fri 01:00:53 AM,35.0635,72.9529,↓ 184°,
